建築物名稱,轄管分局,地址_縣市別代碼,地址_行政區域代碼,里別,地址_鄰,地址_路,地址_非路,地址_街,地址_段,地址_巷,地址_弄,地址_衖,地址_號,地址_之號,地址_樓,地址_其他,地下樓層數,可容納人數,緯度,經度,備註
中華路16號華廈,桃園分局,68000,68000010,文化里,0,中華路,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,1、2,1060,24.991226,121.311179,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南山街,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,18,24.989854,121.304009,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南山街,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,127,24.989327,121.304391,N/A
樂居華廈,桃園分局,68000,68000010,萬壽里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,1、2,209,24.990781,121.317731,N/A
公寓,桃園分局,68000,68000010,萬壽里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,43,N/A,N/A,N/A,1,27,24.990857,121.316683,N/A
公寓,桃園分局,68000,68000010,武陵里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,51,N/A,N/A,N/A,1,168,24.990872,121.316192,N/A
公寓,桃園分局,68000,68000010,武陵里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,51,N/A,N/A,N/A,1、2,352,24.990872,121.316192,N/A
國立臺北科技大學附屬桃園農工高級中等學校,桃園分局,68000,68000010,萬壽里,0,成功路,N/A,N/A,二,N/A,N/A,N/A,144,N/A,N/A,N/A,1,547,24.99325,121.320156,N/A
國立臺北科技大學附屬桃園農工高級中等學校,桃園分局,68000,68000010,萬壽里,0,成功路,N/A,N/A,二,N/A,N/A,N/A,144,N/A,N/A,N/A,1,375,24.99325,121.320156,N/A
公寓,桃園分局,68000,68000010,文明里,0,三民路,N/A,N/A,三,N/A,N/A,N/A,413,N/A,N/A,N/A,1、2,130,24.988699,121.307459,N/A
御康大樓,桃園分局,68000,68000010,東門里,0,成功路,N/A,N/A,二,N/A,N/A,N/A,7,N/A,N/A,N/A,1,8,24.993503,121.314311,N/A
御康大樓,桃園分局,68000,68000010,東門里,0,成功路,N/A,N/A,二,N/A,N/A,N/A,9,N/A,N/A,N/A,1,7,24.99368,121.314244,N/A
公寓,桃園分局,68000,68000010,西湖里,0,三民路,N/A,N/A,三,N/A,N/A,N/A,303,N/A,N/A,N/A,1、2、3,298,24.992986,121.306131,N/A
公寓,桃園分局,68000,68000010,西湖里,0,三民路,N/A,N/A,三,N/A,N/A,N/A,305,N/A,N/A,N/A,1、2,430,24.9929,121.306135,N/A
公寓,桃園分局,68000,68000010,東門里,0,N/A,N/A,朝陽街,一,N/A,N/A,N/A,91,N/A,N/A,N/A,1、2,405,24.994577,121.313908,N/A
公寓,桃園分局,68000,68000010,東門里,0,N/A,N/A,忠孝街,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,1,15,24.994162,121.31469,N/A
公寓,桃園分局,68000,68000010,東門里,0,N/A,N/A,東國街,N/A,N/A,N/A,N/A,29,N/A,N/A,N/A,1,42,24.994538,121.314732,N/A
台灣自來水股份有限公司  (第二區管理處),桃園分局,68000,68000010,南門里,0,中山路,N/A,N/A,N/A,N/A,N/A,N/A,291,N/A,N/A,N/A,1,325,24.992068,121.304489,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,234,N/A,N/A,N/A,1、2,573,24.982353,121.305181,N/A
公寓,桃園分局,68000,68000010,南華里,0,三民路,N/A,N/A,三,N/A,N/A,N/A,319,N/A,N/A,N/A,1,109,24.99207,121.306337,N/A
公寓,桃園分局,68000,68000010,南華里,0,三民路,N/A,N/A,三,N/A,N/A,N/A,319,N/A,N/A,N/A,1、2、3,431,24.99207,121.306337,N/A
成功新象,桃園分局,68000,68000010,東門里,0,N/A,N/A,桃一街,N/A,N/A,N/A,N/A,53,N/A,N/A,N/A,1,63,24.995089,121.317285,N/A
成功官邸,桃園分局,68000,68000010,東門里,0,成功路,N/A,N/A,二,N/A,N/A,N/A,99,N/A,N/A,N/A,1,2520,24.994558,121.3174,N/A
成功官邸,桃園分局,68000,68000010,東門里,0,成功路,N/A,N/A,二,N/A,N/A,N/A,101,N/A,N/A,N/A,1,59,24.994502,121.317554,N/A
桃園市桃園區東門國民小學,桃園分局,68000,68000010,東門里,0,N/A,N/A,東國街,N/A,N/A,N/A,N/A,14,N/A,N/A,N/A,1,55,24.994727,121.315302,N/A
公寓,桃園分局,68000,68000010,文化里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,60,1,N/A,N/A,1、2,662,24.989477,121.311815,N/A
公寓,桃園分局,68000,68000010,文化里,0,中華路,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1,88,24.990965,121.311302,N/A
鑫華商業大樓,桃園分局,68000,68000010,文化里,0,中華路,N/A,N/A,N/A,N/A,N/A,N/A,33,N/A,N/A,N/A,1,789,24.990885,121.311047,N/A
統領百貨,桃園分局,68000,68000010,文化里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,61,N/A,N/A,N/A,1、2、3、4,2259,24.991054,121.312431,N/A
公寓,桃園分局,68000,68000010,文化里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,109,N/A,N/A,N/A,1,472,24.992918,121.311975,N/A
公寓,桃園分局,68000,68000010,文化里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,107,N/A,N/A,N/A,1,440,24.992878,121.31199,N/A
啟聖成功大樓,桃園分局,68000,68000010,文化里,0,成功路,N/A,N/A,一,N/A,N/A,N/A,32,N/A,N/A,N/A,1、2,665,24.992643,121.311135,N/A
?得統領大廈,桃園分局,68000,68000010,文化里,0,民權路,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,1,99,24.989742,121.312003,N/A
桃園市桃園區桃園國民小學,桃園分局,68000,68000010,文化里,0,民權路,N/A,N/A,N/A,N/A,N/A,N/A,67,N/A,N/A,N/A,1、2,509,24.992046,121.310755,N/A
桃園市桃園區桃園國民小學,桃園分局,68000,68000010,文化里,0,民權路,N/A,N/A,N/A,N/A,N/A,N/A,67,N/A,N/A,N/A,1,11,24.992046,121.310755,N/A
公寓,桃園分局,68000,68000010,武陵里,0,民生路,N/A,N/A,N/A,N/A,N/A,N/A,70,N/A,N/A,N/A,1、2,270,24.991488,121.314741,N/A
公寓,桃園分局,68000,68000010,武陵里,0,N/A,N/A,武昌街,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1,11,24.989203,121.311846,N/A
公寓,桃園分局,68000,68000010,南華里,0,三民路,N/A,N/A,三,N/A,N/A,N/A,343,N/A,N/A,N/A,1、2、3、4,1821,24.991072,121.306782,N/A
公寓,桃園分局,68000,68000010,南華里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,43,N/A,N/A,N/A,1,298,24.989419,121.312409,N/A
公寓,桃園分局,68000,68000010,武陵里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,69,N/A,N/A,N/A,1,41,24.989046,121.311515,N/A
公寓,桃園分局,68000,68000010,武陵里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,77,1,N/A,N/A,1,36,24.989079,121.311218,N/A
公寓,桃園分局,68000,68000010,武陵里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,77,2,N/A,N/A,1,36,24.989079,121.311218,N/A
公寓,桃園分局,68000,68000010,武陵里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,77,3,N/A,N/A,1,36,24.989079,121.311218,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,322,N/A,N/A,N/A,1、2、3,1147,24.980345,121.304571,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,324,N/A,N/A,N/A,1、2、3,250,24.980297,121.30451,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,338,N/A,N/A,N/A,1、2、3,511,24.979953,121.304422,N/A
公寓,桃園分局,68000,68000010,武陵里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,1,11,24.989869,121.313895,N/A
公寓,桃園分局,68000,68000010,萬壽里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,1,84,24.990781,121.318087,N/A
晴空宿社區,桃園分局,68000,68000010,東山里,0,N/A,N/A,鎮江街,N/A,N/A,N/A,N/A,62,N/A,N/A,N/A,1,29,24.993373,121.316516,N/A
民宅,桃園分局,68000,68000010,東山里,0,復興路,N/A,N/A,N/A,68,N/A,N/A,12,N/A,N/A,N/A,1,10,24.991293,121.317261,N/A
龍威商業大樓,桃園分局,68000,68000010,東山里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,70,N/A,N/A,N/A,1,750,24.991103,121.31712,N/A
福星大廈,桃園分局,68000,68000010,東山里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,80,N/A,N/A,N/A,1、2,252,24.991117,121.316331,N/A
國泰人壽,桃園分局,68000,68000010,萬壽里,0,萬壽路,N/A,N/A,3,N/A,N/A,N/A,188,N/A,N/A,N/A,1、2,317,24.990379,121.316944,N/A
公寓,桃園分局,68000,68000010,東門里,0,中山東路,N/A,N/A,N/A,N/A,N/A,N/A,32,21,N/A,N/A,1,113,24.996065,121.315408,N/A
桃園監理站,桃園分局,68000,68000010,南門里,0,介壽路,N/A,N/A,N/A,N/A,N/A,N/A,416,N/A,N/A,N/A,1,202,24.978763,121.303434,N/A
公寓,桃園分局,68000,68000010,文明里,0,三民路,N/A,N/A,三,N/A,N/A,N/A,415,N/A,N/A,N/A,1,334,24.988661,121.307457,N/A
美琪電子股份有限公司,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,88,N/A,N/A,N/A,1、2,1249,24.985443,121.30604,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,170,N/A,N/A,N/A,1、2、3,1967,24.983644,121.305537,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,286,N/A,N/A,N/A,1、2,1177,24.981179,121.304775,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,294,N/A,N/A,12,N/A,N/A,N/A,1、2、3,1381,24.981281,121.30437,N/A
公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,230,N/A,N/A,N/A,1,881,24.982385,121.305202,N/A
湛龍精密科技公司,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐二街,N/A,N/A,N/A,N/A,66,N/A,N/A,N/A,1,327,24.98285,121.303269,N/A
富堡學府社區,桃園分局,68000,68000010,南門里,0,漢中路,N/A,N/A,N/A,N/A,N/A,N/A,110,N/A,N/A,N/A,1,1041,24.980857,121.304014,N/A
長壽富貴社區,桃園分局,68000,68000010,南門里,0,建國路,N/A,N/A,N/A,N/A,N/A,N/A,309,N/A,N/A,N/A,1,16,24.984702,121.305004,N/A
 公寓,桃園分局,68000,68000010,南門里,0,N/A,N/A,南豐街,N/A,N/A,N/A,N/A,320,N/A,N/A,N/A,1、2、3,509,24.980443,121.304465,N/A
桃園聖母聖心天主堂,桃園分局,68000,68000010,東山里,0,成功路,N/A,N/A,二,N/A,N/A,N/A,56,N/A,N/A,N/A,1、2,13,24.993531,121.315534,N/A
來來大亨大樓,桃園分局,68000,68000010,東門里,0,N/A,N/A,朝陽街,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,1、2、3,2788,24.996139,121.313468,N/A
公寓,桃園分局,68000,68000010,東門里,0,春日路,N/A,N/A,N/A,N/A,N/A,N/A,132,N/A,N/A,N/A,1、2,652,24.994968,121.316459,N/A
公寓,桃園分局,68000,68000010,東門里,0,春日路,N/A,N/A,N/A,N/A,N/A,N/A,134,1,N/A,N/A,1、2,868,24.994964,121.316442,N/A
公寓,桃園分局,68000,68000010,東門里,0,成功路,N/A,N/A,二,N/A,N/A,N/A,71,N/A,N/A,N/A,1,4,24.994287,121.316374,N/A
巴黎站前大樓,桃園分局,68000,68000010,文化里,0,中華路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1、2,410,24.991135,121.311953,N/A
公寓,桃園分局,68000,68000010,文化里,0,中華路,N/A,N/A,N/A,N/A,N/A,N/A,49,N/A,N/A,N/A,1、2,222,24.990766,121.310585,N/A
公寓,桃園分局,68000,68000010,文化里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,1,61,24.990063,121.312838,N/A
公寓,桃園分局,68000,68000010,文化里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,37,N/A,N/A,N/A,1,65,24.990193,121.31292,N/A
公寓,桃園分局,68000,68000010,文化里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,39,N/A,N/A,N/A,1,55,24.990239,121.312903,N/A
麥當勞桃園中正店,桃園分局,68000,68000010,武陵里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,1、2,947,24.991069,121.31299,N/A
桃園成功路郵局,桃園分局,68000,68000010,文化里,0,成功路,N/A,N/A,一,N/A,N/A,N/A,51,N/A,N/A,N/A,1,701,24.992095,121.311213,N/A
 公寓,桃園分局,68000,68000010,南門里,0,介壽路,N/A,N/A,N/A,N/A,N/A,N/A,354,N/A,N/A,N/A,1,2434,24.979764,121.304728,N/A
墊腳石圖書文化廣場桃園店,桃園分局,68000,68000010,文化里,0,中華路,N/A,N/A,N/A,N/A,N/A,N/A,51,N/A,N/A,N/A,1,155,24.990753,121.310625,N/A
站前角間大樓,桃園分局,68000,68000010,武陵里,0,中正路,N/A,N/A,N/A,N/A,N/A,N/A,66,N/A,N/A,N/A,1、2,41,24.992205,121.312448,N/A
和雲行動服務股份有限公司桃園水利綜合大樓,桃園分局,68000,68000010,文化里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,186,N/A,N/A,N/A,1,145,24.990313,121.311397,N/A
公寓,桃園分局,68000,68000010,武陵里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,24,N/A,N/A,N/A,1,123,24.990344,121.31423,N/A
公寓,桃園分局,68000,68000010,武陵里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,41,N/A,N/A,N/A,1,4,24.989482,121.312498,N/A
桃客旅行社,桃園分局,68000,68000010,武陵里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,48,N/A,N/A,N/A,1,13,24.989571,121.312194,N/A
戀戀薇閣社區,桃園分局,68000,68000010,東山里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,49,1,N/A,N/A,1,496,24.990852,121.316618,N/A
?麗金住辦大廈,桃園分局,68000,68000010,武陵里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,1、2,1375,24.99047,121.313719,N/A
環球財經大樓,桃園分局,68000,68000010,武陵里,0,復興路,N/A,N/A,N/A,N/A,N/A,N/A,110,N/A,N/A,N/A,1,616,24.99107,121.314458,N/A
中山東路社區公寓,桃園分局,68000,68000010,東門里,0,中山東路,N/A,N/A,N/A,2,N/A,N/A,12,4,N/A,N/A,1,19,24.995796,121.314652,N/A
公寓,桃園分局,68000,68000010,東門里,0,中山東路,N/A,N/A,N/A,N/A,N/A,N/A,32,N/A,N/A,N/A,1、2,35,24.99599,121.3153,N/A
公寓,桃園分局,68000,68000010,東門里,0,中山東路,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1、2,59,24.995561,121.313364,N/A
公寓,桃園分局,68000,68000010,東門里,0,中山東路,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1、2,49,24.995508,121.312944,N/A
公寓,桃園分局,68000,68000010,東門里,0,中山東路,N/A,N/A,N/A,N/A,N/A,N/A,29,N/A,N/A,N/A,1、2,2308,24.995941,121.314084,N/A
桃園市桃園區東門國民小學,桃園分局,68000,68000010,東門里,0,N/A,N/A,東國街,N/A,N/A,N/A,N/A,14,N/A,N/A,N/A,1、2,1179,24.994727,121.315302,N/A
桃園市桃園區東門國民小學,桃園分局,68000,68000010,東門里,0,N/A,N/A,東國街,N/A,N/A,N/A,N/A,14,N/A,N/A,N/A,1、2,711,24.994727,121.315302,N/A
東國商務會館,桃園分局,68000,68000010,東門里,0,N/A,N/A,東國街,N/A,N/A,N/A,N/A,89,N/A,N/A,N/A,1、2,715,24.99665,121.313971,N/A
財團法人台灣省桃園縣桃園佛教蓮社,桃園分局,68000,68000010,東門里,0,N/A,N/A,朝陽街,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,1,51,24.996191,121.313727,N/A
公寓,桃園分局,68000,68000010,東門里,0,N/A,N/A,朝陽街,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,1、2,242,24.997443,121.313674,N/A
公寓,桃園分局,68000,68000010,東山里,0,N/A,N/A,鎮江街,N/A,N/A,N/A,N/A,57,N/A,N/A,N/A,1,11,24.993601,121.31637,N/A
美人魚酒吧,桃園分局,68000,68000010,南華里,0,中華路,N/A,N/A,N/A,N/A,N/A,N/A,123,N/A,N/A,N/A,1,33,24.989788,121.307869,N/A
公寓,桃園分局,68000,68000010,南華里,0,N/A,N/A,南華街,N/A,N/A,N/A,N/A,84,N/A,N/A,N/A,1,18,24.991125,121.308417,N/A
?金融機構,桃園分局,68000,68000010,文明里,0,民族路,N/A,N/A,N/A,N/A,N/A,N/A,55,N/A,N/A,N/A,1、2、3,1849,24.990153,121.309705,N/A
民族路85號華廈,桃園分局,68000,68000010,文明里,0,民族路,N/A,N/A,N/A,N/A,N/A,N/A,85,N/A,N/A,N/A,1、2,219,24.991262,121.30931,N/A
公寓,桃園分局,68000,68000010,東門里,0,成功路,N/A,N/A,2,N/A,N/A,N/A,31,N/A,N/A,N/A,1、2,1299,24.994041,121.315381,N/A
公寓,桃園分局,68000,68000010,經國里,1,慈文路,N/A,N/A,N/A,N/A,N/A,N/A,54,N/A,N/A,N/A,1,27,25.011287,121.307676,N/A
大亨福第社區,桃園分局,68000,68000010,同安里,6,大興西路,N/A,N/A,一,N/A,N/A,N/A,188,N/A,N/A,N/A,1,24,25.014166,121.30383,N/A
公寓,桃園分局,68000,68000010,自強里,12,南平路,N/A,N/A,N/A,N/A,N/A,N/A,116,N/A,N/A,N/A,1,55,25.020274,121.303265,N/A
全球家OK社區,桃園分局,68000,68000010,經國里,6,經國路,N/A,N/A,N/A,N/A,N/A,N/A,387,N/A,N/A,N/A,1、2、3,1252,25.016847,121.305176,N/A
龍鳳經國社區,桃園分局,68000,68000010,經國里,5,經國路,N/A,N/A,N/A,N/A,N/A,N/A,399,N/A,N/A,N/A,1,488,25.017411,121.304926,N/A
公寓,桃園分局,68000,68000010,新埔里,4,N/A,N/A,同安街,N/A,N/A,N/A,N/A,370,N/A,N/A,N/A,1,19,25.017719,121.302359,N/A
公寓,桃園分局,68000,68000010,新埔里,5,N/A,N/A,天祥五街,N/A,N/A,N/A,N/A,54,N/A,N/A,N/A,1,463,25.018586,121.302878,N/A
電信機構,桃園分局,68000,68000010,經國里,10,N/A,N/A,同安街,N/A,N/A,N/A,N/A,322,N/A,N/A,N/A,1、2,570,25.013019,121.305075,N/A
精華大樓,桃園分局,68000,68000010,東埔里,22,信光路,N/A,N/A,N/A,N/A,N/A,N/A,123,N/A,N/A,N/A,1,40,25.004938,121.305086,N/A
慶暘世居社區,桃園分局,68000,68000010,春日里,16,大業路,N/A,N/A,二,N/A,N/A,N/A,66,N/A,N/A,N/A,1、2,327,25.017647,121.311121,N/A
嘉景特區社區,桃園分局,68000,68000010,會稽里,3,N/A,N/A,興一街,N/A,N/A,N/A,N/A,98,N/A,N/A,N/A,1,1263,25.014472,121.315476,N/A
台北檳城大興座社區,桃園分局,68000,68000010,會稽里,6,大興路,N/A,N/A,N/A,N/A,N/A,N/A,251,N/A,N/A,N/A,1,521,25.01597,121.314128,N/A
台北檳城大有座社區,桃園分局,68000,68000010,檜樂里,3,民有東路,N/A,N/A,N/A,N/A,N/A,N/A,38,N/A,N/A,N/A,1、2、3,7288,25.014592,121.317917,N/A
賽珍珠系列NO.5社區,桃園分局,68000,68000010,會稽里,1,N/A,N/A,興一街,N/A,N/A,N/A,N/A,110,N/A,N/A,N/A,1,550,25.014891,121.316276,N/A
羅丹二期社區,桃園分局,68000,68000010,會稽里,2,大有路,N/A,N/A,N/A,N/A,N/A,N/A,541,N/A,N/A,N/A,1、2、3,2647,25.014855,121.317056,N/A
現代名門社區,桃園分局,68000,68000010,會稽里,2,大有路,N/A,N/A,N/A,N/A,N/A,N/A,539,N/A,N/A,N/A,1,369,25.014785,121.317093,N/A
公寓,桃園分局,68000,68000010,汴洲里,5,大業路,N/A,N/A,二,N/A,N/A,N/A,264,1,N/A,N/A,1,156,25.02154,121.310127,N/A
企業財星大樓,桃園分局,68000,68000010,汴洲里,2,經國路,N/A,N/A,N/A,N/A,N/A,N/A,618,N/A,N/A,N/A,1、2,321,25.027449,121.301194,N/A
公寓,桃園分局,68000,68000010,汴洲里,22,N/A,N/A,和愛街,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,1、2,990,25.032695,121.30166,N/A
公寓,桃園分局,68000,68000010,汴洲里,2,春日路,N/A,N/A,N/A,1775,N/A,N/A,25,N/A,N/A,N/A,1、2,837,25.029463,121.304376,N/A
台北東京社區,桃園分局,68000,68000010,檜樂里,8,大有路,N/A,N/A,N/A,N/A,N/A,N/A,646,N/A,N/A,N/A,1、2,4739,25.015987,121.316919,N/A
天下大觀社區,桃園分局,68000,68000010,同安里,16,大興西路,N/A,N/A,一,N/A,N/A,N/A,317,N/A,N/A,N/A,1、2,3430,25.01257,121.301523,N/A
哈佛名門,桃園分局,68000,68000010,信光里,23,民生路,N/A,N/A,N/A,N/A,N/A,N/A,665,N/A,N/A,N/A,1、2,3278,25.007619,121.308167,N/A
台北捷豹社區,桃園分局,68000,68000010,自強里,25,經國路,N/A,N/A,N/A,N/A,N/A,N/A,280,N/A,N/A,N/A,1、2,1081,25.021957,121.303438,N/A
EQ別墅社區,桃園分局,68000,68000010,莊敬里,19,N/A,N/A,莊二街,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,1、2,1405,25.025151,121.296655,N/A
長榮矽谷大樓,桃園分局,68000,68000010,汴洲里,22,經國路,N/A,N/A,N/A,N/A,N/A,N/A,888,N/A,N/A,N/A,1、2,3304,25.032669,121.300596,N/A
富貴園社區,桃園分局,68000,68000010,經國里,5,N/A,N/A,同安街,N/A,336,N/A,N/A,28,N/A,N/A,N/A,1、2,1618,25.017193,121.30372,N/A
公寓,桃園分局,68000,68000010,同安里,15,N/A,N/A,同安街,N/A,N/A,N/A,N/A,505,N/A,N/A,N/A,1,64,25.020983,121.299767,N/A
春虹福星社區,桃園分局,68000,68000010,春日里,4,N/A,N/A,至善街,N/A,N/A,N/A,N/A,91,N/A,N/A,N/A,1、2,268,25.021378,121.311856,N/A
新宿社區,桃園分局,68000,68000010,春日里,22,N/A,N/A,向善街,N/A,48,N/A,N/A,1,N/A,N/A,N/A,1,1279,25.018464,121.309999,N/A
桃園市桃園區慈文國民小學,桃園分局,68000,68000010,同安里,3,N/A,N/A,新埔六街,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,541,25.012242,121.303761,N/A
公寓,桃園分局,68000,68000010,新埔里,21,N/A,N/A,新埔七街,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1、2,634,25.018296,121.302171,N/A
公寓,桃園分局,68000,68000010,新埔里,22,N/A,N/A,天祥五街,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1、2、3、4,3979,25.018688,121.304088,N/A
公寓,桃園分局,68000,68000010,新埔里,21,南平路,N/A,N/A,N/A,181,N/A,N/A,2,N/A,N/A,N/A,1、2,1407,25.019295,121.302304,N/A
尊龍大地社區,桃園分局,68000,68000010,莊敬里,20,N/A,N/A,同安街,N/A,N/A,N/A,N/A,656,N/A,N/A,N/A,1、2、3,3671,25.024871,121.29737,N/A
公寓,桃園分局,68000,68000010,信光里,28,N/A,N/A,大連三街,N/A,67,N/A,N/A,2,N/A,N/A,N/A,1,2430,25.007909,121.304653,N/A
公寓,桃園分局,68000,68000010,東埔里,3,N/A,N/A,正康一街,N/A,N/A,N/A,N/A,181,N/A,N/A,N/A,1,138,25.003653,121.305784,N/A
EQ城堡社區,桃園分局,68000,68000010,汴洲里,11,大業路,N/A,N/A,二,N/A,N/A,N/A,227,N/A,N/A,N/A,1、2、3,822,25.020782,121.310129,N/A
生活公園社區,桃園分局,68000,68000010,自強里,12,N/A,N/A,新埔七街,N/A,N/A,N/A,N/A,84,N/A,N/A,N/A,1、2,769,25.020197,121.301511,N/A
頤和園社區,桃園分局,68000,68000010,新埔里,6,N/A,N/A,天祥五街,N/A,N/A,N/A,N/A,91,N/A,N/A,N/A,1、2、3,3409,25.018279,121.30296,N/A
中悅春天廣場社區,桃園分局,68000,68000010,自強里,26,經國路,N/A,N/A,N/A,N/A,N/A,N/A,298,N/A,N/A,N/A,1、2、3,3945,25.022603,121.303153,N/A
弘新花園廣場社區,桃園分局,68000,68000010,同安里,21,N/A,N/A,新埔六街,N/A,N/A,N/A,N/A,110,N/A,N/A,N/A,1、2、3,1939,25.01593,121.302009,N/A
竹城建設機構大樓,桃園分局,68000,68000010,自強里,27,經國路,N/A,N/A,N/A,N/A,N/A,N/A,523,N/A,N/A,N/A,1、2、3,940,25.021484,121.303198,N/A
桃園市桃園區慈文國民小學,桃園分局,68000,68000010,同安里,3,N/A,N/A,新埔六街,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,950,25.012242,121.303761,N/A
福華豪邸社區,桃園分局,68000,68000010,莊敬里,11,N/A,N/A,新埔八街,N/A,N/A,N/A,N/A,53,N/A,N/A,N/A,1、2,460,25.019641,121.298888,N/A
公寓,桃園分局,68000,68000010,長安里,0,民光路,N/A,N/A,N/A,N/A,N/A,N/A,107,N/A,N/A,N/A,1、2、3,1624,25.00374,121.305068,N/A
公寓,桃園分局,68000,68000010,自強里,13,經國路,N/A,N/A,N/A,N/A,N/A,N/A,685,N/A,N/A,N/A,1,1662,25.023793,121.302115,N/A
羅浮宮廷社區,桃園分局,68000,68000010,莊敬里,6,N/A,N/A,莊二街,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,1、2、3,4512,25.02467,121.295933,N/A
非常容易社區,桃園分局,68000,68000010,同安里,1,慈文路,N/A,N/A,N/A,N/A,N/A,N/A,138,1,N/A,N/A,1、2、3,3416,25.009991,121.30455,N/A
名人錄社區,桃園分局,68000,68000010,同安里,20,N/A,N/A,同安街,N/A,N/A,N/A,N/A,399,N/A,N/A,N/A,1、2、3,1533,25.018214,121.301635,N/A
春日印象社區,桃園分局,68000,68000010,春日里,15,春日路,N/A,N/A,N/A,1112,1,N/A,12,N/A,N/A,N/A,1,240,25.0216,121.308303,N/A
RV生活館社區,桃園分局,68000,68000010,春日里,23,春日路,N/A,N/A,N/A,N/A,N/A,N/A,912,N/A,N/A,N/A,1、2、3,1738,25.016332,121.309219,N/A
U生活社區,桃園分局,68000,68000010,春日里,3,大業路,N/A,N/A,二,N/A,N/A,N/A,85,N/A,N/A,N/A,1、2,3955,25.018173,121.310725,N/A
公寓,桃園分局,68000,68000010,同安里,9,N/A,N/A,同安街,N/A,N/A,N/A,N/A,315,N/A,N/A,N/A,1,234,25.01661,121.302802,N/A
